,tickers,best_value,best_param
183,086900,1.7970992071811034,"{'r1': 14, 'ad': 23, 'limad': 9, 'wmean': 8}"
184,141080,1.6784495036351896,"{'r1': 24, 'ad': 2, 'limad': 23, 'wmean': 4}"
185,003620,1.3017437296878258,"{'r1': 2, 'ad': 29, 'limad': 15, 'wmean': 6}"
186,248070,,
187,005850,1.2278950110130558,"{'r1': 6, 'ad': 28, 'limad': 24, 'wmean': 4}"
188,000240,1.6924676916087995,"{'r1': 16, 'ad': 22, 'limad': 27, 'wmean': 8}"
189,139130,1.1611763947843359,"{'r1': 28, 'ad': 13, 'limad': 25, 'wmean': 5}"
190,003230,1.4078786832365537,"{'r1': 2, 'ad': 8, 'limad': 17, 'wmean': 9}"
191,012510,2.099845212684897,"{'r1': 29, 'ad': 3, 'limad': 53, 'wmean': 4}"
192,001740,1.4212255187726572,"{'r1': 14, 'ad': 21, 'limad': 18, 'wmean': 8}"
193,253450,1.2354918913930246,"{'r1': 3, 'ad': 16, 'limad': 26, 'wmean': 4}"
194,298020,,
195,192820,1.8422164105171732,"{'r1': 18, 'ad': 22, 'limad': 19, 'wmean': 10}"
196,336260,,
197,067310,2.03105046856091,"{'r1': 22, 'ad': 2, 'limad': 79, 'wmean': 8}"
198,018670,1.3176254856734997,"{'r1': 5, 'ad': 7, 'limad': 49, 'wmean': 8}"
199,000150,1.9529504679937324,"{'r1': 7, 'ad': 15, 'limad': 7, 'wmean': 10}"
200,108320,1.478589591524408,"{'r1': 3, 'ad': 23, 'limad': 31, 'wmean': 4}"
201,393890,,
202,098460,1.4678468042564863,"{'r1': 20, 'ad': 26, 'limad': 27, 'wmean': 4}"
203,001440,1.0222801752912745,"{'r1': 8, 'ad': 11, 'limad': 47, 'wmean': 7}"
204,137310,,
205,006110,3.9032598841490698,"{'r1': 10, 'ad': 16, 'limad': 8, 'wmean': 4}"
206,006280,1.0592899210021005,"{'r1': 10, 'ad': 15, 'limad': 39, 'wmean': 10}"
207,140860,1.4883919174238673,"{'r1': 20, 'ad': 9, 'limad': 35, 'wmean': 10}"
208,069620,1.015982988163871,"{'r1': 29, 'ad': 12, 'limad': 34, 'wmean': 4}"
209,004800,1.139230738012504,"{'r1': 22, 'ad': 6, 'limad': 38, 'wmean': 8}"
210,353200,,
211,067160,1.6244833382553627,"{'r1': 13, 'ad': 15, 'limad': 36, 'wmean': 8}"
212,006360,1.2247538912873865,"{'r1': 30, 'ad': 16, 'limad': 21, 'wmean': 6}"
213,004000,1.1628840318040126,"{'r1': 9, 'ad': 29, 'limad': 20, 'wmean': 7}"
214,064760,1.1112202610759563,"{'r1': 24, 'ad': 2, 'limad': 84, 'wmean': 4}"
215,145720,1.6810387274260254,"{'r1': 10, 'ad': 18, 'limad': 2, 'wmean': 10}"
216,005300,1.279782591945099,"{'r1': 13, 'ad': 2, 'limad': 15, 'wmean': 5}"
217,096530,1.0291970802919708,"{'r1': 8, 'ad': 18, 'limad': 38, 'wmean': 7}"
218,036540,1.7065802971815978,"{'r1': 2, 'ad': 15, 'limad': 9, 'wmean': 7}"
219,002710,5.0427444714255865,"{'r1': 12, 'ad': 4, 'limad': 24, 'wmean': 10}"
220,195940,,
221,121600,2.113596525351942,"{'r1': 17, 'ad': 13, 'limad': 15, 'wmean': 10}"
222,161890,1.544448806843073,"{'r1': 5, 'ad': 2, 'limad': 27, 'wmean': 8}"
223,003690,1.1887082588542406,"{'r1': 24, 'ad': 8, 'limad': 47, 'wmean': 4}"
224,017860,,
225,067630,1.4866573493712762,"{'r1': 14, 'ad': 23, 'limad': 8, 'wmean': 4}"
226,003090,1.311147888301099,"{'r1': 19, 'ad': 25, 'limad': 26, 'wmean': 8}"
227,025900,2.328483199936577,"{'r1': 15, 'ad': 18, 'limad': 16, 'wmean': 9}"
228,280360,1.4077644743998317,"{'r1': 3, 'ad': 10, 'limad': 16, 'wmean': 5}"
229,034230,1.2972350236498618,"{'r1': 2, 'ad': 2, 'limad': 70, 'wmean': 4}"
230,214450,1.447304258355452,"{'r1': 28, 'ad': 29, 'limad': 16, 'wmean': 6}"
231,237690,1.2399412774301695,"{'r1': 3, 'ad': 19, 'limad': 21, 'wmean': 4}"
232,222800,1.0845358740975413,"{'r1': 4, 'ad': 17, 'limad': 30, 'wmean': 4}"
233,294870,,
234,005420,3.765797227578672,"{'r1': 3, 'ad': 2, 'limad': 21, 'wmean': 7}"
235,285130,1.3516729492388269,"{'r1': 4, 'ad': 21, 'limad': 22, 'wmean': 4}"
236,078600,1.7641624574206924,"{'r1': 6, 'ad': 2, 'limad': 65, 'wmean': 7}"
237,214370,2.3982690175098607,"{'r1': 8, 'ad': 20, 'limad': 16, 'wmean': 8}"
238,120110,1.122323277201998,"{'r1': 2, 'ad': 4, 'limad': 55, 'wmean': 9}"
239,069960,1.0853220262912349,"{'r1': 2, 'ad': 9, 'limad': 56, 'wmean': 5}"
240,365340,,
241,000210,1.0857370602527077,"{'r1': 21, 'ad': 27, 'limad': 18, 'wmean': 6}"
242,080220,8.135068297414033,"{'r1': 26, 'ad': 17, 'limad': 24, 'wmean': 10}"
243,009240,1.589100774757312,"{'r1': 3, 'ad': 3, 'limad': 56, 'wmean': 6}"
244,103140,1.1698286901294705,"{'r1': 6, 'ad': 18, 'limad': 4, 'wmean': 4}"
245,140410,2.2386048391830893,"{'r1': 27, 'ad': 24, 'limad': 22, 'wmean': 10}"
246,440110,,
247,281740,3.985571648717648,"{'r1': 22, 'ad': 14, 'limad': 12, 'wmean': 8}"
248,001120,1.312791880343973,"{'r1': 18, 'ad': 7, 'limad': 58, 'wmean': 9}"
249,089590,1.7916774377773617,"{'r1': 3, 'ad': 21, 'limad': 15, 'wmean': 6}"
250,298380,,
